item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Bounds of Sense: Essay on Kant's ""Critique of Pure Reason"" (University Paperbacks: 572)","Peter Strawson",Peter,Strawson,9780415040303,0415040302,"This influential study of Kant in which Strawson seeks to detach the true analytical and critical achievement of Kant's work from the unacceptable metaphysics with which it is entangled.",Routledge,1975-04-10,,,,,296,,,,,,,,,,,,,2016-08-24,1
book,"Word and Object","Willard Van Orman Quine, Patricia Smith Churchland, Dagfinn Follesdal",Willard,Quine,9780262518314,0262518317,"Willard Van Orman Quine begins this influential work by declaring, ""Language is a social art. In acquiring it we have to depend entirely on intersubjectively available cues as to what to say and when."" As Patricia Smith Churchland notes in her foreword to this new edition, with Word and Object Quine challenged the tradition of conceptual analysis as a way of advancing knowledge. The book signaled twentieth-century philosophy's turn away from metaphysics and what Churchland calls the ""phony precision"" of conceptual analysis. In the course of his discussion of meaning and the linguistic mechanisms of objective reference, Quine considers the indeterminacy of translation, brings to light the anomalies and conflicts implicit in our language's referential apparatus, clarifies semantic problems connected with the imputation of existence, and marshals reasons for admitting or repudiating each of various categories of supposed objects. In addition to Churchland's foreword, this edition offers a new preface by Quine's student and colleague Dagfinn Follesdal that describes the never-realized plans for a second edition of Word and Object, in which Quine would offer a more unified treatment of the public nature of meaning, modalities, and propositional attitudes.","MIT Press",2013-01-01,,,,,277,,,,,,,,,,,,,2016-08-24,1
book,"Philosophy and the Mirror of Nature: Thirtieth-Anniversary Edition","Richard Rorty",Richard,Rorty,9780691141329,0691141320,"When it first appeared in 1979, Philosophy and the Mirror of Nature hit the philosophical w....","Princeton University Press",2009-01-18,,good,,,472,,,,,,,,,,,,,2016-08-24,1
book,"Logic for Philosophy","Theodore Sider",Theodore,Sider,9780199575589,0199575584,"Logic for Philosophy is an introduction to logic for students of contemporary philosophy.  It is suitable both for advanced undergraduates and for beginning graduate students in philosophy. it is very user-friendly for students without much background in mathematics. It gives you the logic you need to do philosophy.","Oxford University Press, Usa",2010-03-07,,,,,304,,,,,,,,,,,,,2016-08-24,1
book,"Collected Papers","Gareth Evans",Gareth,Evans,9780198236276,0198236271,"This volume contains thirteen papers, including two previously unpublished, by Gareth Evans, a brilliant philosopher who died in 1980 at the age of 34. The treatments of problems about language are here informed by a lively sense of interconnections with issues in metaphysics and the problem of mind, and some of the papers are primarly directed to problems in these fields. Anyone who is concerned with the central questions of philosophy will be interested in this collection.","Oxford University Press, USA",1996-07-11,,,,,420,,,,,,,,,,,,,2016-08-24,1
book,"Evelyn Waugh: A Life Revisited","Philip Eade",Philip,Eade,9780297869207,0297869205,,W&amp;N,2016-07-07,,,,,432,,,,,,,,,,,,,2016-08-24,1
book,"Truth and Truthfulness: An Essay in Genealogy","Bernard Williams",Bernard,Williams,9780691102764,0691102767,"At the heart of Truth and Truthfulness lie a number of questions about truth. What does it mean to be truthful? What role does truth play in our lives? What do we lose if we reject truthfulness? Bernard Williams sets out to answer these questions by identifying two prominent and conflicting currents of ideas in modern thought and culture. On the one hand there is the commitment to truthfulness and on the other there is a pervasive suspicion about truth itself. The suspicion amounts to a questioning of the idea that there is such a thing as truth and, if there is, a doubt as to whether it can be more than subjective or relative. The commitment to the idea of truthfulness on the other hand relates to what Williams calls ""the two basic virtues of truth"", which he calls Accuracy and Sincerity: ""you do the best you can to acquire true beliefs, and what you say reveals what you believe."" The tension between truthfulness and truth is, Williams suggests, expressed in a familiar contrast between two different and opposed ways of doing philosophy. Williams highlights the strengths and weaknesses of both positions while giving his own virtuoso philosophical display during the course of the book. The real problems for the reader begin with the overall explanatory framework. Having differentiated between ""truth"" and ""truthfulness"" and between the two different philosophical outlooks Williams states that his main concern throughout is with what ""may summarily be called 'the value of truth'"". It is with the introduction of this term that the equivocation--between ""truth"" understood as a philosophical term (the idea of ""truth itself"") and ""truthfulness"" understood as a virtue, or set of virtues--begins. Williams talks as if ""truth itself"" and the virtue of truthfulness, while conceptually distinct, are somehow all of a piece. It is one thing to say, with Williams, that we (as individuals and as a society) stand to lose a great deal (and ""possibly everything"") if the virtues of being truthful were discarded throughout western liberal democracies. But it is quite another to say that to stop talking about ""truth itself"" would mean the end of liberal democracy. In other words it is difficult to share Williams' conviction that something as big and important as the fate of liberal democracy might depend on the resolution of these philosophical disputes.  For all the impressive display of philosophical expertise Williams' way of mapping the present philosophical terrain is not as useful as he might have hoped and the book as a whole requires a good deal of time and sustained concentration to get through to the end. Try reading Rorty's Truth and Progress alongside Williams' Truth and Truthfulness for illuminating contrast effects. --Larry Brown","Princeton University Press",2002-08-25,,,,,344,,,,,,,,,,,,,2016-08-24,1
book,"Universals: An Opinionated Introduction (Focus)","D. M. Armstrong",D.,Armstrong,9780813307725,0813307724,"In this short text, a distinguished philosopher turns his attention to one of the oldest and most fu....","Westview Press",1989-09-26,,,,,168,,,,,,,,,,,,,2016-08-24,1
book,"Aristotle's Nicomachean Ethics: A Reader's Guide (Reader's Guides)","Christopher Warne",Christopher,Warne,9780826485557,0826485553,"Aristotle's Nicomachean Ethics, based on lectures that he gave in Athens in the fourth century BCE,....",Continuum,2006-10-10,,,,,166,,,,,,,,,,,,,2016-08-24,1
book,"The Nicomachean Ethics","Aristotle,","Aristotle,","Aristotle,",9780199213610,0199213615,"In the Nicomachean Ethics Aristotle examines the nature of happiness, which he defines as a specially good kind of life. He considers the nature of practical reasoning, friendship, and the role and importance of the moral virtues in the best life. This new edition features a revised translation and valuable new introduction and notes.","Oxford University Press",2009-06-11,,,,,277,,,,,,,,,,,,,2016-08-24,1
book,"Essays On Actions And Events (Philosophical Essays Of Donald Davidson) (The Philosophical Essays of Donald Davidson (5 Volumes))","Donald Davidson",Donald,Davidson,9780199246274,0199246270,"Discusses topics such as: freedom to act; weakness of the will; the logical form of talk about actions, intentions, and causality; the logic of practical reasoning; Hume's theory of the indirect passions; and the nature and limits of decision theory. This book argues for an ontology which includes events along with persons and other objects.","Oxford University Press, U.S.A.",2002-12-05,,,,,352,,,,,,,,,,,,,2016-08-24,1
book,"Truth, Language, and History (Philosophical Essays) (v. 5)","Donald Davidson",Donald,Davidson,9780198237570,019823757X,"Truth, Language and History","Oxford University Press, USA",2005-04-21,,,,,370,,,,,,,,,,,,,2016-08-24,1
book,"Hume Variations (Lines of Thought)","Jerry A. Fodor",Jerry,Fodor,9780199264056,0199264058,,"Clarendon Press",2003-08-21,,,,,176,,,,,,,,,,,,,2016-08-24,1
book,"Descartes' Meditations, Bro","Tommy Maranges",Tommy,Maranges,9780692566008,0692566007,,,2015-10-01,,,,,,,,,,,,,,,,,,2016-08-24,1
book,"A Beginner's Guide to Descartes's ""Meditations""","Gareth Southwell",Gareth,Southwell,9781405158558,1405158557,"A concise and readable summary of the ""Meditations"" for A Level and Undergraduate Level scholars studying basic Philosophy and Descartes.",Wiley-Blackwell,2007-11-21,,,,,160,,,,,,,,,,,,,2016-08-24,1
book,"Descartes: Meditations on First Philosophy","Rene Descartes, John Cottingham, Bernard Williams",Rene,Descartes,9780521558181,0521558182,"New edition of the Meditations with introductions by John Cottingham and Bernard Williams.","Cambridge University Press",1996-04-18,,,,,120,,,,,,,,,,,,,2016-08-24,1
book,"The Philosophical Writings of Descartes: v. 1","René Descartes, John Cottingham, Robert Stoothoff, Dugald Murdoch",René,Descartes,9780521288071,0521637120,"Great book in very good condition, brilliant info, please note I am also selling volume 2, 418 pages, fast dispatch, UK SELLER","Cambridge University Press",1985-06-20,,,,,432,,,,,,,,,,,,,2016-08-24,2
book,"Plato at the Googleplex: Why Philosophy Won't Go Away","Rebecca Newberger Goldstein",Rebecca,Goldstein,9781782395577,1782395571,,"Atlantic Books",2014-10-02,,,,,480,,,,,,,,,,,,,2016-08-24,1
book,"Three Critics Of The Enlightenment","Isaiah Berlin",Isaiah,Berlin,9781845952136,1845952138,"This book brings together three major studies from Isaiah Berlin's central intellectual project - to explain the opposition to the excessively scientistic French Enlightenment by getting under the skin of its critics and giving a sympathetic account of their views. The contributions of these particular critics could hardly be more important. Giambattista Vico estabished that the humanties are and must remain crucially different from the sciences: J G Herder - sometimes called the father of European nationalism - originated populism, expressionism and pluralism (an idea which Berlin enriched and made powerfully his own); and the anti-rationalist J.G. Hamann lit the fuse of romanticism, the major movement to arise out of the various currents of hostility to Enlightenment thought. The intellectual tension that existed between Enlightenment advocates and these critics is as crucial today as it was at its inception. With his customary humane understanding, Berlin analyses the ideas of three deeply original but often neglected thinkers, and demonstrates their disturbing relevance to the central issues of today's world. This new edition includes three previously uncollected pieces on Vico, an interesting passage excluded from the first edition of the essay on Hamann, and Berlin's thoughtful letters responding to two reviewers of that same edition.",Pimlico,2013-12-05,,,,,576,,,,,,,,,,,,,2016-08-24,1
book,"Kinds Of Minds: The Origins Of Consciousness (SCIENCE MASTERS)","Daniel C. Dennett",Daniel,Dennett,9780753800430,0753800438,"At the beginning of Kinds of Minds Dennett asks, ""What kinds of minds are there? And how do we know?"" These two questions--the first ontological, the second epistemological--set the agenda for the book. Intuitions untutored by theory are not capable of answering these questions, Dennett argues, making it necessary to pursue insight from the evolutionary point of view. Accordingly, subsequent chapters are devoted to phylogenetic speculations about agency and intentionality, sensitivity and sentience and perception and behaviour. Particularly charming is the series of squiggly amoebas--the Darwinian, Skinnerian, Popperian and Gregorian creatures--that illustrates the hierarchy of cognitive power. In the final chapter, Dennett returns to the original two questions, ending not with their answers, but, he hopes, with ""better versions of the questions themselves"".  In Consciousness Explained, Dennett embarked on the audacious task of explaining human consciousness. He sets his sights even higher for Kinds of Minds, attempting to provide a more general explanation of consciousness. But don't be put off: the book is short, easy to read and makes a good introduction to Dennett's richly interdisciplinary oeuvre. While beginners will appreciate Dennett's appeals to intuitive moral considerations to emphasise the importance of investigating consciousness, there is much in the book to hold the attention of readers already familiar with his previous work. --Glenn Branch",Phoenix,2001-08-16,,,,,192,,,,,,,,,,,,,2016-08-24,1
book,"Self: Philosophy In Transit (Philosophy in Transit 3)","Barry Dainton",Barry,Dainton,9781846146206,1846146208,"Self: Philosophy In Transit by Dainton, Barry",Penguin,2014-04-24,,,,,272,,,,,,,,,,,,,2016-08-24,1
book,"Personal Impressions (Oxford Paperbacks)","Isaiah Berlin",Isaiah,Berlin,9780192830296,0192830295,,"Oxford University Press",1982-12-01,,,,,256,,,,,,,,,,,,,2016-08-24,1
book,"Concepts and Categories: Philosophical Essays (Oxford Paperbacks)","Isaiah Berlin",Isaiah,Berlin,9780192830272,0192830279,"This collection of eight essays spans the range of Isaiah Berlin's interests, including  his role in the disputes of language philosophers in the 1930s, his interest in political   philosophy and his later attention to the history of ideas. In Berlin's preface to this collection  he records his decision to abandon philosophy for history in the 1940s, but by his own  definition of philosophy, given in the first essay ""The Purpose of Philosophy"", he continued to  be a philosopher par excellence, radically questioning the models, or categories, by which human beings understand their world. Berlin sees this as the perennial task of the  philosopher, which he recognises as ""agonising and thankless"" and one he takes up in this  collection with analyses of ""Verification"" and ""Equality"".   It is doubtful now whether Berlin's view of philosophy would be taken as an exhaustive  account of the enterprise, especially with the flourishing in the last 25 years of applied ethics and political philosophy, and it seems reasonable to suppose that philosophy will continue to  involve speculative work about the proper ends of human life, as well as logical analysis.  Berlin's paradoxical contribution, evident in this collection, was that in committing himself to a life of radical questioning of concepts and categories, he in fact proposed a purpose for  life, namely the creation of a society that would not be duped by incoherent and idealistic  models of the world. Radical philosophical questioning, that drive for clarity in language and  for models of the world that are capable of empirical testing, is not in such circumstances the  Sisyphean endeavour it might otherwise appear. --Jeff Petts","Oxford University Press",1980-10-16,,,,,224,,,,,,,,,,,,,2016-08-24,1
book,"The Crooked Timber of Humanity: Chapters in the History of Ideas","Isaiah Berlin",Isaiah,Berlin,9780691058382,0691058385,,"Princeton University Press",1998-02-22,,,,,288,,,,,,,,,,,,,2016-08-24,1
book,"Principles of Human Knowledge and Three Dialogue","George Berkeley, Roger Woolhouse (Introduction by)",George,Berkeley,9780140432930,0140432930,"Whether viewed as extreme skepticism or enlightened common sense, the writings of Berkeley are a major influence on modern philosophy. Bishop Berkeley (1685-1753) was one of the great British empirical philosophers. He believed that the existence of material objects depends on their being perceived and The Principles of Human Knowledge sets out this denial of non-mental material reality. At first his views were unfavorably received by the London intelligentsia, and the entertaining Three Dialogues between Hylas and Philonous are a clarification of the Realist argument and a response to accusations of atheism and skepticism. In the nineteenth century John Stuart Mill wrote that he considered Berkeley's work to be of ""greatest philosophic genius,"" and it is true to say that its Immaterialism has influenced many recent philosophers.","Penguin Publishing Group",1988-07-05,,,,,224,,,,,,,,,,,,,2016-08-24,1
book,"The Philosophy of Marx (Radical Thinkers)","Etienne Balibar",Etienne,Balibar,9781781681534,1781681538,"Providing a lucid and accessible introduction to Marx, complete with pedagogical boxes, a chronology and guides to further reading, Etienne Balibar makes the most difficult areas of his philosophy easy to understand. One of the most influential French philosophers to have emerged from the 1960s, Balibar brings a lifetime of study and expertise to create a brilliantly concise portrait of Marx that will initiate the student and intrigue the scholar. He examines all the key areas of Marx's writings, including his early works, ""The Communist Manifesto,"" ""The German Ideology"" and ""Capital,"" explaining their wider historical and theoretical context. Making clear such concepts as class struggle, ideology, humanism, progress, determinism, commodity fetishism and the state, Balibar includes brief yet incisive biographical studies of key Marxists such as Althusser, Gramsci, Engels and Lenin. ""The Philosophy of Marx"" will become the standard guide to Marx's thought.","Verso Books",2014-01-07,,,,,139,,,,,,,,,,,,,2016-08-24,1
book,"Identity and Difference: John Locke and the Invention of Consciousness","Etienne Balibar",Etienne,Balibar,9781781681343,1781681341,,"Verso Books",2013-10-08,,,,,208,,,,,,,,,,,,,2016-08-24,1
book,"Problems from Locke","J. L. Mackie",J.,Mackie,9780198750369,0198750366,"J. L. Mackie selects for critical discussion six related topics which are prominent in John Locke's Essay Concerning Human Understanding: the distinction between primary and secondary qualities; representative theories of perception; substance, real essence, and nominal essence; abstract ideas, universals, and the meaning of general terms; identity, especially personal identity; and the conflict between empiricism and the doctrine of innate ideas. He examines Locke's arguments carefully, but his chief interest is in the problems themselves, which are important for our attempt to decide what sort of world we live in and how we can defend our claim to know about it. The book shows that on most of these topics, views close to Locke's are more defensible than has commonly been supposed, but that there is nonetheless a tension in Locke's thought between extreme empiricism and common-sense or scientific realism. Whereas Locke's immediate successors, Berkeley and Hume, and many later thinkers, have stressed the empiricism at the expense of the realism, this book argues against the more extreme empiricist doctrines but supports the more moderate ones, especially the claims that innate ideas cannot be a source of necessary truth and that authoritative, autonomous knowledge of synthetic truths requires empirical support. The position J. L. Mackie advocates thus reconciles realism with moderate empiricism.","Oxford University Press UK",1976-05-06,,,,,248,,,,,,,,,,,,,2016-08-24,1
book,"The Letters of David Hume: Volume 1","J. Y. T. Greig",J.,Greig,9780199693245,0199693242,"The Letters of David Hume: v. 1 This classic edition presents the correspondence of one of the great thinkers of the 18th century, and offers a rich picture of the man and his age. This first volume contains David Hume's letters from 1727 to 1765. Hume's correspondents include such famous public figures as Jean-Jacques Rousseau, Adam Smith, James Boswell, and Benjamin Franklin. Full description","Oxford University Press, U.S.A.",2011-09-15,,,,,564,,,,,,,,,,,,,2016-08-24,1
book,"Enquiries Concerning Human Understanding and Concerning the Principles of Morals","David Hume",David,Hume,9780198245360,019824536X,"Reprinted from the posthumous edition of 1777 and edited with introduction, comparative tables of contents, and analytical index by L. A. Selby-Bigge. Third edition with text revised and notes by P. H. Nidditch.","Oxford University Press, USA",1975-06-12,,,,,458,,,,,,,,,,,,,2016-08-24,1
book,"Treatise of Human Nature","David Hume",David,Hume,9780198245889,0198245882,"Reprinted from the original edition in three volumes and edited, with an analytical index, by L. A. Selby-Bigge. Revised by P. H. Nidditch.","OUP Oxford",1978-11-09,,,,,768,,,,,,,,,,,,,2016-08-24,1
book,"On Virtue Ethics","Rosalind Hursthouse",Rosalind,Hursthouse,9780199247998,0199247994,"The nineteenth century saw the beginning of a violent and controversial movement of protest amongst western India's low and untouchable castes, aimed at the effects of their lowly position within the Hindu caste hierarchy. The leaders of this movement were convinced that religious hierarchies had combined with the effects of British colonial rule to produce inequality and injustice in many fields, from religion to politics and education. This study concentrates on the first leader of this movement, Mahatma Jotirao Phule. It shows him as its first ideologist, working out a unique brand of radical humanism. It analyses his contribution to one of the most important and neglected social developments in western India in this period - the formation of a new regional identity. This process of identity formation is studied against the background of the earlier history of caste relations in this area of India, and contributes important evidence about the relationship between ritual status and political power.The movement itself provides a fascinating example of early Third World radicalism, illustrating the role of ideology and religion in the struggle against British colonial power.","Oxford University Press, U.S.A.",2002-02-07,,,,,288,,,,,,,,,,,,,2016-08-24,1
book,"The Philosophy of Social Science: An Introduction (Cambridge Introductions to Philosophy)","Martin Hollis",Martin,Hollis,9780521447805,0521447801,"Philosophy of Social Science","Cambridge University Press",1994-09-01,,,,,280,,,,,,,,,,,,,2016-08-24,1
book,"An Essay Concerning Human Understanding (Penguin Classics)","John Locke",John,Locke,9780140434828,0140434828,"This new, complete, and unabridged edition represents the very latest in critical thinking on Locke'....","Penguin Classics",1997-06-26,,,,,816,,,,,,,,,,,,,2016-08-24,1
book,"Thus Spake Zarathustra","Friedrich Wilhelm Nietzsche",Friedrich,Nietzsche,9781853267765,1853267767,"This astonishing series of aphorisms, put into the mouth of the Persian sage Zarathustra, or Zoroaster,contains the kernel of Nietzsche&rsquo;s thought. &lsquo;God is dead&rsquo;, he tells us. Christianity is decadent, leading mankind into a slave morality concerned not with this life, but with the next. Nietzsche emphasises the&Uuml;bermensch, or Superman, whose will to power makes him the creator of a new heroic mentality. The intensely felt ideas are expressed in prose-poetry of indefinable beauty.Though misused by the German National Socialist party as a spurious justification of their creed, the book also had a profound influence on early twentieth-century writers such as Shaw, Mann, Gide, Lawrence and Sartre.","Wordsworth Editions",1997-01-01,,,,,320,,,,,,,,,,,,,2016-08-24,1
book,"A Short History of Ethics: A History of Moral Philosophy from the Homeric Age to the 20th Century: A History of Moral Philosophy from the Homeric Age to the Twentieth Century (Routledge Classics)","Alasdair MacIntyre",Alasdair,MacIntyre,9780415287494,0415287499,"A very good, clean, copy.",Routledge,2002-05-09,,,,,304,,,,,,,,,,,,,2016-08-24,1
book,"Beginning Logic","E.J. Lemmon",E.J.,Lemmon,9780412380907,0412380900,"Edition Van Nostrand Reinhold (UK) Co. Ltd., 1986. Just tanned edges. Other than that the new and unread book remains in very good condition. Immaculate throughout. Dispatch from UK","Chapman and Hall/CRC",1971-09-30,,,,,240,,,,,,,,,,,,,2016-08-24,1
book,"Essays in Collective Epistemology",,,,9780199665792,0199665796,,"OUP Oxford",2014-11-20,,,,,262,,,,,,,,,,,,,2016-08-24,1
book,"The Sense of an Ending","Julian Barnes",Julian,Barnes,9780099564973,0099564971,"The Sense of an Ending Tony Webster and his clique first met Adrian Finn at school. Sex-hungry and book-hungry, they would navigate the girl-less sixth form together, trading in affectations, in-jokes, rumour and wit. May be Adrian was a little more serious than the others, certainly more intelligent, but they all swore to stay friends for life. Full description",Vintage,2012-03-01,,,,,160,,,,,,,,,,,,,2016-08-24,1
book,"The Narrow Road to the Deep North","Richard Flanagan",Richard,Flanagan,9781784740320,1784740322,"This title is the winner of the Man Booker Prize 2014. Forever after, there were for them only two sorts of men: the men who were on the Line, and the rest of humanity, who were not. In the despair of a Japanese POW camp on the Burma Death Railway, surgeon Dorrigo Evans is haunted by his love affair with his uncle's young wife two years earlier. Struggling to save the men under his command from starvation, from cholera, from beatings, he receives a letter that will change his life forever. Hailed as a masterpiece, Richard Flanagan's epic novel tells the unforgettable story of one man's reckoning with the truth.","Chatto &amp; Windus",2014-10-16,,,,,464,,,,,,,,,,,,,2016-08-24,1
book,"Cambridgeshire Cook Book (Get Stuck in Series)","Carl Reid and Lisa Pullen",Carl,Pullen,9780992898199,0992898196,"CELEBRATE THE REGION'S VIBRANT FOOD &amp; DRINK SCENE WITH THE CAMBRIDGESHIRE COOK BOOKThe Cambridgeshire Cook Book is a 192-page full colour book, featuring over 40 stunning recipes from some of the finest independent restaurants, cafes, delicatessens, pubs, farm shops, producers and suppliers in Cambridgeshire. It also features guest recipes from 'The Medicinal Chef' Dale Pinnock, Jin Yee Chung (Winner of Cambridge Bake Off 2015) and Daniel Clifford of two Michelin-starred restaurant, Midsummer House.Highlighting the region's ever-growing vibrant independent food scene, the book focuses upon the quality local produce on offer from some of the best suppliers in the area, including Barker Bros Butchers, Croxton Park Estate, Burwash Manor, Sedgwick's Charcuterie, Cheese+, The OOO Company and more. The focus for many local chefs and business owners is to make the most of the food and drink on offer, to champion local suppliers and make innovative delicious dishes from their produce. Cambridgeshire also plays host to fantastic foodie ventures such as Cambridge Food Tour and Cambridge Cookery School, who both work to bring the region's gourmet wares to the wider public.The book offers recipes, stories and anecdotes from well-established businesses, newcomers and the personalities behind the Cambridgeshire food and drink scene. Featuring the likes of Aromi, The Cambridge Distillery, The Free Press, Midsummer House, Nanna Mexico, Shelford Delicatessen, The Urban Shed, The Merry Monk, Chocolat Chocolat and many, many more - readers will be sure to spot one or two of their favourite eateries, as well as find a few new haunts.With a collection of diverse recipes from Elder Street Cafe &amp; Deli's organic buffalo burgers to The Red Lion's poppy seed crusted fillet of venison, Clare College's vanilla confit salmon, Inder's Kitchen's Keralan chicken curry, Cambridge distillery's basil smash, Jack's Gelato's rhubarb sorbet and Norfolk Street Bakery's blueberry cake, there's something","Meze Publishing Limited",2015-08-03,,,,,192,,,,,,,,,,,,,2016-08-24,1
book,"Hog: Proper pork recipes from the snout to the squeak","Richard H. Turner",Richard,Turner,9781845339234,1845339231,,"Mitchell Beazley",2015-04-02,,,,,352,,,,,,,,,,,,,2016-08-24,1
book,"NOPI: The Cookbook","Yotam Ottolenghi, Ramael Scully",Yotam,Ottolenghi,9780091957162,0091957168,"Nopi: The Cookbook includes over 120 of the most popular dishes from Yotam's innovative Soho-based restaurant Nopi. It's written with long-time collaborator and Nopi head chef Ramael Scully, who brings his distinctive Asian twist to the Ottolenghi kitchen. Whether you're a regular at the Nopi restaurant and want to know the secret to your favourite dish or are an Ottolenghi fan who wants to try out restaurant-style cooking, this is a collection of recipes which will inspire, challenge and delight. All recipes have been adapted and made possible for the home cook to recreate at home. They range in their degree of complexity so there is something for all cooks. There are dishes that long-time Ottolenghi fans will be familiar with - a starter of aubergine with black garlic, for example, or the roasted squash with sweet tomatoes - as well as many dishes which will stretch the home cook as they produce some of the restaurant's signature dishes at home, such as Beef brisket croquettes or Persian love rice. With chapters for starters &amp; sides, fish, meat &amp; vegetable mains, puddings, brunch, condiments and cocktails, a menu can easily be devised for any occasion and purpose.","Ebury Press",2015-09-10,,,,,352,,,,,,,,,,,,,2016-08-24,1
book,"A Year of Good Eating: The Kitchen Diaries III","Nigel Slater",Nigel,Slater,9780007536801,0007536801,,"Fourth Estate",2015-09-24,,,,,560,,,,,,,,,,,,,2016-08-24,1
book,"The Top One Hundred Pasta Sauces: Authentic Regional Recipes from Italy","Diane Seed",Diane,Seed,9780898152326,0898152321,,"Ten Speed Press",1987-10-01,,,,,128,,,,,,,,,,,,,2016-08-24,1
book,"Jamie's Italy","Jamie Oliver",Jamie,Oliver,9780141043012,0141043016,"EVER SINCE WORKING AT THE RIVER CAFE FOR RUTH ROGERS AND ROSE GRAY, JAMIE OLIVER HAS HAD A SERIOUS PASSION FOR ITALIAN FOOD. NOW, TEN YEARS LATER, ITALY AND ITS WONDERFUL FLAVOURS CONTINUE TO HAVE A MAJOR INFLUENCE ON HIS FOOD AND COOKING. IN JAMIE S ITALY, JAMIE TRAVELS THIS FAMOUSLY GASTRONOMIC COUNTRY PAYING HOMAGE TO THE CLASSIC DISHES OF EACH REGION AND SEARCHING FOR NEW IDEAS TO BRING HOME. THE RESULT IS A SENSATIONAL COLLECTION OF ITALIAN RECIPES, OLD AND NEW, THAT WILL ENSURE ITALY S INFLUENCE REACHES US ALL. JAMIE S BOOK WILL TRANSPORT YOU TO ITALY OR AT LEAST BRING ITALY HOME TO YOU.",Penguin,2010-01-28,,,,,336,,,,,,,,,,,,,2016-08-24,1
book,"A Comprehensive French Grammar (Blackwell Reference Grammars)","Glanville Price",Glanville,Price,9781405153850,1405153857,"Characterized by clear and accessible explanations, numerous examples and sample sentences, a new section on register and tone, and useful appendices covering topics such as age, time, and dimension, A Comprehensive French Grammar, Sixth Edition is an indispensable tool for advanced students of French language and literature.",Wiley-Blackwell,2007-12-12,,,,,608,,,,,,,,,,,,,2016-08-24,1
book,"Hugh Johnson's Pocket Wine Book 2016","Hugh Johnson",Hugh,Johnson,9781845339876,1845339878,"Hugh Johnson's Pocket Wine Book 2016 is the essential reference book for everyone who buys wine - in shops, restaurants, or on the internet. Now in its 39th year of publication, it has no rival as the comprehensive up-to-the minute annual guide. Hugh Johnson provides clear succinct facts and commentary on the wines, growers and wine regions of the whole world. He reveals which vintages to buy, which to drink and which to cellar, which growers to look for and why. Hugh Johnson's Pocket Wine Book gives clear information on grape varieties, local specialities and how to match food with wines that will bring out the best in both. This year's edition also contains a special colour supplement on Riesling.","Mitchell Beazley",2015-09-03,,,,,336,,,,,,,,,,,,,2016-08-24,1
book,"The Ladybird Book of the Hangover (Ladybird Books for Grown-Ups)","Jason Hazeley, Joel Morris",Jason,Hazeley,9780718183516,0718183517,,"Michael Joseph",2015-10-29,,,,,56,,,,,,,,,,,,,2016-08-24,1
book,"Contraband Cocktails : From Prohibition to Mixology in 48 Recipes","Paul Dickson",Paul,Dickson,9781612194585,1612194583,"The acclaimed author of Drunk (Melville House, 2009) is back with this lively and informative guide to the most popular cocktails from Prohibition to present day. 48 Prohibition-era recipes found bar guides illicitly circulated during Prohibition. Illustrated, also with photos.","Melville House Publishing",2015-11-14,,,,,192,,,,,,,,,,,,,2016-08-24,1
book,"Tequila Mockingbird","Tim Federle",Tim,Federle,9780762448654,0762448652,"Features 65 drink recipes inspired by history&#039;s most loved novels.","Running Press",,,,,,148,,,,,,,,,,,,,2016-08-24,1
book,"French short stories: Nouvelles Francaises (New Penguin Parallel Text Series): Short Stories in French",,,,9780140265439,0140265430,"Containing eight pieces of contemporary fiction in the original French and in English translation, this volume gives an insight into French culture and literature.",Penguin,1999-09-30,,,,,240,,,,,,,,,,,,,2016-08-24,1
book,"French Short Stories Volume 1 / Nouvelles Francaises Tome 1 (Penguin Parallel Text)",,,,9780140023855,0140023852,"A collection of eight short stories, which help students gain deeper insights into French literature and life.",Penguin,,,,,,272,,,,,,,,,,,,,2016-08-24,1
book,"On the Move: A Life","Oliver Sacks",Oliver,Sacks,9781447264040,1447264045,,Picador,2015-05-01,,,,,256,,,,,,,,,,,,,2016-08-24,1
book,"Man Who Mistook His Wife for a Hat","Oliver Sacks",Oliver,Sacks,9781447203834,1447203836,"In his most extraordinary book, the author recounts the stories of patients lost in the bizarre, apparently inescapable world of neurological disorders.",Picador,2011-06-01,,,,,256,,,,,,,,,,,,,2016-08-24,1
book,"Bad Science","Ben Goldacre",Ben,Goldacre,9780007284870,000728487X,"Bad Science Ben Goldacre&#039;s wise and witty bestseller, shortlisted for the Samuel Johnson Prize, lifts the lid on quack doctors, flaky statistics, scaremongering journalists and evil pharmaceutical corporations. Full description","Harper Perennial",2009-04-02,,,,,382,,,,,,,,,,,,,2016-08-24,1
book,"The Righteous Mind: Why Good People are Divided by Politics and Religion","Jonathan Haidt",Jonathan,Haidt,9780141039169,0141039167,"Righteous Mind",Penguin,2013-05-02,,,,,528,,,,,,,,,,,,,2016-08-24,1
